id,Τίτλος,Περιοδικό,DOI,Αναφορές
pub.1131000549,Does COVID-19 Involve the Retina?,Ophthalmology and Therapy,10.1007/s40123-020-00299-x,4
pub.1134724595,ICU Admission Levels of Endothelial Biomarkers as Predictors of Mortality in Critically Ill COVID-19 Patients,Cells,10.3390/cells10010186,4
pub.1128096660,Challenges in the management of patients with systemic light chain (AL) amyloidosis during the COVID‐19 pandemic,British Journal of Haematology,10.1111/bjh.16898,4
pub.1132442220,Breastfeeding during the novel coronavirus (COVID-19) pandemic: guidelines and challenges,The Journal of Maternal-Fetal & Neonatal Medicine,10.1080/14767058.2020.1838481,4
pub.1133527378,Immune-checkpoint inhibitors from cancer to COVID-19: A promising avenue for the treatment of patients with COVID-19 (Review),International Journal of Oncology,10.3892/ijo.2020.5159,4
pub.1131390961,Hematological manifestations of SARS‐CoV‐2 in children,Pediatric Blood & Cancer,10.1002/pbc.28745,4
pub.1130055266,Nicotine treatment and smoking cessation in the era of COVID-19 pandemic: an interesting alliance,ERJ Open Research,10.1183/23120541.00306-2020,4
pub.1129299559,The Impact of the COVID-19 Pandemic on Bariatric Surgery: Results from a Worldwide Survey,Obesity Surgery,10.1007/s11695-020-04830-8,4
pub.1134445803,"Investigating the Interaction between Energy Consumption, Quality of Service, Reliability, Security, and Maintainability of Computer Systems and Networks",SN Computer Science,10.1007/s42979-020-00404-8,4
pub.1128861505,Exploring of a Small-Scale Tourism Product under Economic Instability: The Case of a Greek Rural Border Area,Economies,10.3390/economies8030052,4
pub.1128183071,A Philosophical Treatise on the Connection of Scientific Reasoning with Fuzzy Logic,Mathematics,10.3390/math8060875,4
pub.1127787703,Defective Anti-oxidant System: An Aggravating Factor for COVID-19 Patients Outcome?,Archives of Medical Research,10.1016/j.arcmed.2020.05.017,4
pub.1130961659,Appropriating Information Technology Artefacts through Trial and Error: The Case of the Tablet,Information Systems Frontiers,10.1007/s10796-020-10067-8,4
pub.1128506046,Rural health enterprises in the EU context: a systematic literature review and research agenda,Journal of Enterprising Communities People and Places in the Global Economy,10.1108/jec-04-2020-0070,4
pub.1125925297,"Estimating the ascertainment rate of SARS-CoV-2 infection in Wuhan, China: implications for management of the global outbreak",medRxiv,10.1101/2020.03.24.20042218,4
pub.1132041218,"Anti-SARS-CoV-2 antibody detection in healthcare workers of two tertiary hospitals in Athens, Greece",Clinical Immunology,10.1016/j.clim.2020.108619,4
pub.1130339630,Management of Patients with Interstitial Lung Disease in the Midst of the COVID-19 Pandemic,Respiration,10.1159/000509523,4
pub.1129024327,IR voices about COVID 19,CVIR Endovascular,10.1186/s42155-020-00136-z,4
pub.1134130237,A review of the impact of weather and climate variables to COVID-19: In the absence of public health measures high temperatures cannot probably mitigate outbreaks,The Science of The Total Environment,10.1016/j.scitotenv.2020.144578,4
pub.1128545441,Advances in Mast Cell Activation by IL-1 and IL-33 in Sjögren’s Syndrome: Promising Inhibitory Effect of IL-37,International Journal of Molecular Sciences,10.3390/ijms21124297,4
pub.1131544376,Future Interventional Radiologists and Where to Find Them–Insights from Five UK Interventional Radiology Symposia for Junior Doctors and Medical Students,CardioVascular and Interventional Radiology,10.1007/s00270-020-02655-7,4
pub.1134155344,Behavioral finance and market efficiency in the time of the COVID-19 pandemic: does fear drive the market?,International Review of Applied Economics,10.1080/02692171.2020.1864301,4
pub.1132681207,"Generative mechanisms of workarounds, discontinuance and reframing: a study of negative disconfirmation with consumerised IT",Information Systems Journal,10.1111/isj.12315,4
pub.1127865242,COVID-19 detection from chest X-Ray images using Deep Learning and Convolutional Neural Networks,medRxiv,10.1101/2020.05.22.20110817,4
pub.1131342770,Modified Machine Learning Techique for Curve Fitting on Regression Models for COVID-19 projections,2020 IEEE 25th International Workshop on Computer Aided Modeling and Design of Communication Links and Networks (CAMAD),10.1109/camad50429.2020.9209264,4
pub.1131738036,What causes hidradenitis suppurativa ?—15 years after,Experimental Dermatology,10.1111/exd.14214,4
pub.1129108468,Telephone based survey in adults with congenital heart disease during COVID-19 pandemic,Cardiology Journal,10.5603/cj.a2020.0092,4
pub.1132899087,Particularities of having plants at home during the confinement due to the COVID-19 pandemic,Urban Forestry & Urban Greening,10.1016/j.ufug.2020.126919,4
pub.1133434197,Pixel-Level Corrosion Detection on Metal Constructions by Fusion of Deep Learning Semantic and Contour Segmentation,Advances in Visual Computing,10.1007/978-3-030-64556-4_13,4
pub.1135750128,The health belief model predicts vaccination intentions against COVID‐19: A survey experiment approach,Applied Psychology Health and Well-Being,10.1111/aphw.12262,4
pub.1131239225,Comparative optimism about infection and recovery from COVID‐19; Implications for adherence with lockdown advice,Health Expectations,10.1111/hex.13134,4
pub.1128619081,Repurposing current therapeutic regimens against SARS-CoV-2 (Review),Experimental and Therapeutic Medicine,10.3892/etm.2020.8905,4
pub.1132737547,Salivary diagnostics of the novel coronavirus SARS‐CoV‐2 (COVID‐19),Oral Diseases,10.1111/odi.13729,4
pub.1130326363,Lipidomics in non-alcoholic fatty liver disease,World Journal of Hepatology,10.4254/wjh.v12.i8.436,4
pub.1128666449,Tocilizumab's efficacy in patients with Coronavirus Disease 2019 (COVID‐19) is determined by the presence of cytokine storm,Journal of Medical Virology,10.1002/jmv.26209,4
pub.1132771447,The mediating role of fear of COVID‐19 in the relationship between intolerance of uncertainty and depression,Psychology and Psychotherapy Theory Research and Practice,10.1111/papt.12315,3
pub.1131448732,Multi-cohort analysis of host immune response identifies conserved protective and detrimental modules associated with severity irrespective of virus,medRxiv,10.1101/2020.10.02.20205880,3
pub.1129584630,Are Patients With Autoimmune Disease at Greater Risk of Developing Severe COVID-19?,Journal of Clinical Medicine Research,10.14740/jocmr4245,3
pub.1132012388,"The posteromedial corner of the knee: an international expert consensus statement on diagnosis, classification, treatment, and rehabilitation","Knee Surgery, Sports Traumatology, Arthroscopy",10.1007/s00167-020-06336-3,3
pub.1136436792,Lifestyle Changes and Determinants of Children’s and Adolescents’ Body Weight Increase during the First COVID-19 Lockdown in Greece: The COV-EAT Study,Nutrients,10.3390/nu13030930,3
pub.1134464150,COVID‐19: Neuroimaging Features of a Pandemic,Journal of Neuroimaging,10.1111/jon.12819,3
pub.1128103633,COVID-19 pandemic and cardiovascular disease: where do we stand?,Minerva Cardioangiologica,10.23736/s0026-4725.20.05298-6,3
pub.1132057947,ESSD Commentary on Dysphagia Management During COVID Pandemia,Dysphagia,10.1007/s00455-020-10194-z,3
pub.1130826248,A Comprehensive Update of ICET-A Network on COVID-19 in Thalassemias: What We Know and Where We Stand,Acta BioMedica,10.23750/abm.v91i3.10063,3
pub.1131542709,Cancer and COVID-19,The Lancet,10.1016/s0140-6736(20)32069-9,3
pub.1130399675,BigO: A public health decision support system for measuring obesogenic behaviors of children in relation to their local environment,2020 42nd Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),10.1109/embc44109.2020.9175361,3
pub.1128641753,Impact of coronavirus disease 2019 on healthcare workers: beyond the risk of exposure,Postgraduate Medical Journal,10.1136/postgradmedj-2020-137988,3
pub.1134989607,Dysregulated innate and adaptive immune responses discriminate disease severity in COVID-19,The Journal of Infectious Diseases,10.1093/infdis/jiab065,3
pub.1132797540,Sleep laboratories reopening and COVID-19: a European perspective,European Respiratory Journal,10.1183/13993003.02722-2020,3
pub.1130327858,"Act early, save lives: managing COVID-19 in Greece",Public Health,10.1016/j.puhe.2020.08.016,3
pub.1130512618,Infective endocarditis by Acinetobacter species: a systematic review,Journal of Chemotherapy,10.1080/1120009x.2020.1812804,3
pub.1126500807,Antimicrobial coating innovations to prevent infectious disease: a consensus view from the AMiCl COST Action,Journal of Hospital Infection,10.1016/j.jhin.2020.04.006,3
pub.1134499020,Smart Pharmaceutical Manufacturing: Ensuring End-to-End Traceability and Data Integrity in Medicine Production,Big Data Research,10.1016/j.bdr.2020.100172,3
pub.1134690510,Atypical Divergence of SARS-CoV-2 Orf8 from Orf7a within the Coronavirus Lineage Suggests Potential Stealthy Viral Strategies in Immune Evasion.,mBio,10.1128/mbio.03014-20,3
pub.1132665196,Ability and willingness to work during COVID-19 pandemic:Perspectives of front-line hotel employees,International Journal of Hospitality Management,10.1016/j.ijhm.2020.102770,3
pub.1136993496,Reduction in Hospitalizations for Respiratory Diseases during the First COVID-19 Wave in Greece,Respiration,10.1159/000515323,3
pub.1127760838,How does the COVID-19 pandemic affect the preoperative evaluation and anesthesia applied for urinary stones? EULIS eCORE–IAU multicenter collaborative cohort study,Urolithiasis,10.1007/s00240-020-01193-8,3
pub.1134979611,Mediterranean diet and blood pressure reduction in adults with and without hypertension: a systematic review and meta-analysis of randomized controlled trials,Clinical Nutrition,10.1016/j.clnu.2021.01.030,3
pub.1129738942,Concerns for management of STEMI patients in the COVID-19 era: a paradox phenomenon,Journal of Thrombosis and Thrombolysis,10.1007/s11239-020-02236-y,3
pub.1128241397,From the Argonauts Mythological Sailors to the Argonautes RNA-Silencing Navigators: Their Emerging Roles in Human-Cell Pathologies,International Journal of Molecular Sciences,10.3390/ijms21114007,3
pub.1134334609,The Early Stage of COVID-19 Outbreak in Greece: A Review of the National Response and the Socioeconomic Impact,International Journal of Environmental Research and Public Health,10.3390/ijerph18010322,3
pub.1134729275,ESCAP CovCAP survey of heads of academic departments to assess the perceived initial (April/May 2020) impact of the COVID-19 pandemic on child and adolescent psychiatry services,European Child & Adolescent Psychiatry,10.1007/s00787-020-01699-x,3
pub.1135837305,Reduced level of physical activity during COVID-19 pandemic is associated with depression and anxiety levels: an internet-based survey,BMC Public Health,10.1186/s12889-021-10470-z,3
pub.1129811054,Consensus Statement on the Management of Waldenström Macroglobulinemia Patients During the COVID-19 Pandemic.,HemaSphere,10.1097/hs9.0000000000000433,3
pub.1128664294,Transcriptomic Similarities and Differences in Host Response between SARS-CoV-2 and Other Viral Infections,medRxiv,10.1101/2020.06.18.20131326,3
pub.1125944976,Codon usage and evolutionary rates of the 2019-nCoV genes,bioRxiv,10.1101/2020.03.25.006569,3
pub.1135109079,Multicomponent reaction–derived covalent inhibitor space,Science Advances,10.1126/sciadv.abd9307,3
pub.1131242116,Delayed Diagnosis and Treatment of a Critically Ill Patient with Infective Endocarditis Due to a False-Positive Molecular Diagnostic Test for SARS-CoV-2.,American Journal of Case Reports,10.12659/ajcr.925931,3
pub.1132783963,Vaccines to prevent COVID-19: a protocol for a living systematic review with network meta-analysis including individual patient data (The LIVING VACCINE Project),Systematic Reviews,10.1186/s13643-020-01516-1,3
pub.1134928851,"Unraveling the Interconnection Patterns Across Lung Microbiome, Respiratory Diseases, and COVID-19",Frontiers in Cellular and Infection Microbiology,10.3389/fcimb.2020.619075,3
pub.1134611653,"Glycemia, Beta-Cell Function and Sensitivity to Insulin in Mildly to Critically Ill Covid-19 Patients",Medicina,10.3390/medicina57010068,3
pub.1132341617,"Carfilzomib, Dexamethasone, and Daratumumab Versus Carfilzomib and Dexamethasone in Relapsed or Refractory Multiple Myeloma: Updated Efficacy and Safety Results of the Phase 3 Candor Study",Blood,10.1182/blood-2020-137602,3
pub.1129346463,Vitamin D and COVID-19,Hormones,10.1007/s42000-020-00231-9,3
pub.1130858632,Droplet digital PCR for the detection and monitoring of Legionella pneumophila,International Journal of Molecular Medicine,10.3892/ijmm.2020.4724,3
pub.1132012379,Correction to: Is diet partly responsible for differences in COVID‐19 death rates between and within countries?,Clinical and Translational Allergy,10.1186/s13601-020-00351-w,3
pub.1128801555,Swarm Learning as a privacy-preserving machine learning approach for disease classification,bioRxiv,10.1101/2020.06.25.171009,3
pub.1131072006,Mitochondrial dysfunction in cardiovascular disease: Current status of translational research/clinical and therapeutic implications,Medicinal Research Reviews,10.1002/med.21732,3
pub.1133719149,Estimating the Effect of Reduced Attendance at Emergency Departments for Suspected Cardiac Conditions on Cardiac Mortality During the COVID-19 Pandemic.,Circulation Cardiovascular Quality and Outcomes,10.1161/circoutcomes.120.007085,3
