country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-08-28,44,72,228,402,26,-8
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-08-29,50,178,264,485,46,-8
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-08-30,78,91,309,260,2,-7
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-08-31,68,81,262,264,1,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-01,70,85,303,301,1,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-02,75,86,291,244,4,-7
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-03,58,85,223,257,3,-5
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-04,43,72,184,386,28,-7
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-05,52,172,219,473,45,-8
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-06,77,94,280,245,3,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-07,73,94,254,257,1,-5
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-08,67,91,281,288,1,-5
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-09,77,95,298,250,4,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-10,55,84,223,288,4,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-11,44,77,180,418,30,-7
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-12,50,174,216,478,47,-7
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-13,82,103,283,269,2,-7
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-14,73,96,248,299,1,-7
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-15,70,95,285,315,1,-7
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-16,69,88,276,269,3,-8
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-17,55,79,210,302,2,-7
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-18,41,71,177,436,26,-8
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-19,48,162,207,485,42,-7
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-20,69,93,260,288,4,-8
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-21,61,81,225,263,3,-7
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-22,64,83,270,295,5,-7
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-23,73,105,281,275,6,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-24,53,84,214,298,6,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-25,37,70,162,410,27,-7
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-26,42,159,189,474,42,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-27,65,88,246,257,6,-7
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-28,54,77,203,238,1,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-29,55,85,238,281,1,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-09-30,61,93,240,246,4,-7
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-01,47,89,182,280,2,-5
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-02,35,83,143,400,22,-5
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-03,37,167,165,451,35,-4
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-04,59,93,222,237,4,-7
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-05,49,78,185,210,2,-7
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-06,53,81,224,240,3,-7
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-07,53,79,222,209,5,-8
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-08,39,71,161,251,4,-7
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-09,29,68,136,377,21,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-10,32,143,163,408,33,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-11,51,81,201,211,0,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-12,42,77,167,204,2,-5
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-13,43,76,204,219,2,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-14,37,73,166,188,3,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-15,28,70,127,222,3,-5
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-16,21,69,110,327,19,-4
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-17,20,126,131,351,31,-3
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-18,40,78,177,201,4,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-19,34,67,146,188,2,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-20,36,70,182,185,2,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-21,36,68,172,162,4,-7
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-22,22,63,117,207,4,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-23,14,55,97,284,16,-5
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-24,15,108,120,277,23,-4
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-25,31,73,138,161,2,-5
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-26,23,61,103,135,-1,-5
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-27,34,84,140,147,-4,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-28,14,-16,151,103,-54,5
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-29,13,75,74,155,-3,-4
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-30,2,55,50,229,7,-3
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-10-31,-7,88,47,172,9,-1
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-01,18,67,85,75,-2,-5
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-02,13,52,65,62,-5,-5
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-03,15,53,88,53,-6,-5
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-04,17,55,88,55,-5,-6
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-05,7,53,54,52,-6,-4
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-06,-4,49,42,86,-5,-3
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-07,-9,80,67,75,-10,-2
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-08,10,53,61,28,-14,-4
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-09,3,51,44,36,-10,-4
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-10,1,55,39,32,-11,-3
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-11,-5,35,50,33,-30,1
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-12,-3,57,31,25,-12,-3
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-13,-11,45,24,36,-12,-2
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-14,-17,64,52,42,-18,-1
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-15,2,61,44,29,-11,-4
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-16,-16,52,23,24,-17,-2
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-17,2,52,50,34,-18,-1
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-18,2,54,52,33,-11,-4
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-19,-8,50,16,22,-12,-2
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-20,-17,47,2,30,-14,0
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-21,-19,62,41,27,-21,0
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-22,-2,54,39,24,-12,-3
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-23,-4,47,29,19,-13,-2
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-24,-4,48,31,21,-13,-2
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-25,4,52,45,21,-11,-3
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-26,-3,52,26,19,-13,-3
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-27,-14,43,20,22,-14,-2
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-28,-20,57,50,31,-21,-1
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-29,-3,60,29,29,-12,-3
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-11-30,-6,49,12,37,-13,-2
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-01,-5,51,30,29,-14,-3
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-02,0,53,39,35,-11,-4
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-03,-9,51,11,26,-12,-1
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-04,-20,41,-15,23,-16,2
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-05,-18,69,51,26,-20,0
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-06,-1,53,26,28,-16,-2
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-07,-12,45,-8,23,-13,0
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-08,-8,51,11,27,-11,-2
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-09,0,53,43,34,-9,-4
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-10,-10,48,7,24,-10,-1
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-11,-16,40,11,15,-11,-1
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-12,-17,101,20,20,-10,1
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-13,-4,49,22,32,-9,-3
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-14,-12,39,-7,32,-10,-1
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-15,-14,43,-6,28,-11,1
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-16,-1,50,18,33,-9,-2
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-17,-12,45,-9,35,-10,0
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-18,-25,34,-26,24,-11,2
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-19,-24,128,-17,28,-7,5
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-20,4,53,28,42,-10,-3
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-21,1,53,20,45,-12,-3
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-22,7,65,37,53,-13,-4
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-23,12,85,29,60,-15,-4
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-24,7,103,42,39,-36,-1
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-25,-46,-53,-2,-25,-62,5
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-26,-20,44,52,15,-30,-1
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-27,5,46,50,22,-32,-1
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-28,-6,40,17,24,-32,1
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-29,4,58,45,28,-32,1
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-30,1,72,22,26,-32,2
GR,Greece,Decentralized Administration of Crete,,,,,ChIJg7ePxdcDmxQRmJlhKBGUMrs,2021-12-31,-13,87,-1,-5,-41,7
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-01,-75,-76,-10,-83,-74,22
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-02,-70,-67,-2,-68,-49,15
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-03,-67,81,-16,-56,-35,13
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-04,-62,-2,-30,-62,-39,14
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-05,-53,19,10,-52,-37,11
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-06,-72,-71,-28,-75,-69,20
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-07,-59,7,-19,-59,-36,12
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-08,-60,0,-14,-57,-35,14
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-09,-63,3,-8,-54,-30,12
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-10,-67,5,0,-60,-33,11
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-11,-59,-6,-29,-61,-30,11
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-12,-55,3,10,-53,-30,9
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-13,-58,0,-9,-60,-34,7
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-14,-59,-4,-10,-62,-35,8
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-15,-64,-6,-21,-64,-39,10
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-16,-71,-13,-35,-67,-42,12
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-17,-72,-8,-18,-65,-41,11
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-18,-49,-10,-11,-61,-35,8
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-19,-50,-11,-5,-59,-34,9
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-20,-52,-6,-10,-58,-35,8
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-21,-53,-5,-28,-59,-33,9
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-22,-52,-3,-17,-58,-33,10
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-23,-62,-4,-46,-56,-32,10
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-24,-64,35,-25,-60,-32,10
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-25,-49,-6,-1,-59,-31,8
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-26,-55,-12,-31,-60,-32,10
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-27,-52,-3,-11,-66,-33,9
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-28,-47,4,2,-61,-30,7
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-29,-49,4,-14,-63,-30,9
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-30,-53,7,-6,-59,-27,8
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-01-31,-69,0,-21,-67,-33,10
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-01,-48,1,-11,-59,-26,6
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-02,-50,-3,-15,-57,-26,6
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-03,-48,-2,11,-58,-29,3
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-04,-48,-1,9,-56,-28,3
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-05,-49,2,9,-59,-29,4
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-06,-53,0,22,-54,-29,5
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-07,-66,3,16,-65,-35,6
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-08,-56,-9,-22,-65,-30,5
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-09,-52,-3,-17,-57,-28,5
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-10,-49,0,15,-59,-30,4
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-11,-53,4,-21,-61,-28,5
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-12,-49,16,5,-56,-28,4
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-13,-65,-2,-51,-70,-35,10
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-14,-74,-10,-29,-76,-49,13
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-15,-63,-18,-26,-72,-42,12
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-16,-56,-5,-11,-68,-34,9
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-17,-53,3,-1,-65,-33,7
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-18,-50,7,4,-61,-30,6
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-19,-50,8,8,-63,-30,7
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-20,-55,8,6,-59,-30,6
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-21,-61,18,35,-59,-35,6
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-22,-47,3,20,-58,-25,2
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-23,-44,6,26,-60,-25,3
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-24,-45,12,29,-55,-27,2
GR,Greece,Decentralized Administration of Epirus and Western Macedonia,,,,,ChIJU3RRff6AWRMRtvnowr0VAGQ,2021-02-25,-44,16,20,-54,-25,2
