Α/Α,ΥΠΟΥΡΓΕΙΟ,ΑΠΟΦΑΣΕΙΣ/ΜΕΤΡΑ,ΔΙΑΤΑΞΕΙΣ,ΦΕΚ,ΠΡΟΘΕΣΜΙΑ ΕΩΣ:,LINK,ΣΧΟΛΙΑ - ΛΗΞΗ
708,ΥΓΕΙΑΣ,"Αριθμ. Γ2α/οικ.53367
 Κατανομή οργανικών θέσεων ειδικευμένων ιατρών Ε.Σ.Υ. σε Νοσοκομεία της χώρας","Άρθρο 54 (παρ. 1) του ν. 4690/2020 «Κύρωση: α) της από 13.4.2020 Π.Ν.Π. «Μέτρα για την αντιμετώπιση
 των συνεχιζόμενων συνεπειών της πανδημίας του κορωνοϊού COVID-19 και άλλες κατεπείγουσες διατάξεις» (A΄ 84) και β) της από 1.5.2020 Π.Ν.Π. «Περαιτέρω μέτρα για την αντιμετώπιση των συνεχιζόμενων συνεπειών της πανδημίας του κορωνοϊού COVID-19 και την επάνοδο στην κοινωνική και οικονομική κανονικότητα» (Α΄ 90) και άλλες διατάξεις» (Α΄ 104)",Β3674/3-9-20,,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8OFUYFqQYJVF_zJjLAILKFuJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtXPqnKbUF0C9pF1fzsNe7NXDhd0SDt8SvppAUhi5KLmH,-
709,ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ,"Αριθμ. ΥΠΠΟΑ/ΓΔΟΑ/
 ΔΑΑ/468468/14847/8282
 Καθορισμός των ειδικότερων στοιχείων για την
 αίτηση εγγραφής και τον έλεγχο αυτής των αθλητικών σωματείων με ειδική αθλητική αναγνώριση στο Ηλεκτρονικό Μητρώο του άρθρου 142 του ν. 4714/2020","Άρθρο έκτο της από 20.3.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα για την αντιμετώπιση των συνεπειών του κινδύνου διασποράς του κορωνοϊού COVID-19, τη στήριξη της κοινωνίας και της επιχειρηματικότητας και τη διασφάλιση της ομαλής λειτουργίας της αγοράς και της δημόσιας διοίκησης» (Α’ 68), όπως αυτή κυρώθηκε με το άρθρο 1 του ν. 4683/2020 (Α’ 83)",Β3675/3-9-20,"Ο πρώτος κύκλος υποβολής που εκκίνησε στις 15
 Μαΐου του τρέχοντος έτους, ολοκληρώνεται στις 11
 Σεπτεμβρίου 2020. Ο έλεγχος του πρώτου κύκλου προ-
 βλέπεται να περαιωθεί έως 31/10/2020.
 Αιτήσεις που υποβλήθηκαν οριστικά έως τις
 11/09/2020 και σύμφωνα με τις παρ. 2 και 3 του άρ-
 θρου 3, ελέγχθηκαν ως ελλιπείς, έχουν δικαίωμα συ-
 μπλήρωσης και επανυποβολής κατά τον δεύτερο κύκλο,
 ο οποίος λήγει στις 30/11 του τρέχοντος έτους. Ο έλεγχος
 του δεύτερου κύκλου προβλέπεται να περαιωθεί έως
 31/12/2020",http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8OFUYFqQYJVEliYHTRwL0-OJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtaHQXDyl9hXLZTAgOOKENvS3tJVHYrGUMWtcKjtAdBPD,έως 11/9 ή 30/11
710,ΟΙΚΟΝΟΜΙΚΩΝ,"Αριθμ. 94102 ΕΞ 2020
 Καθορισμός των λεπτομερειών εφαρμογής του
 άρθρου όγδοου της από 1.5.2020 Πράξης Νομοθετικού Περιεχομένου «Περαιτέρω μέτρα για
 την αντιμετώπιση των συνεχιζόμενων συνεπειών της πανδημίας του κορωνοϊού COVID-19 και
 την επάνοδο στην κοινωνική και οικονομική κανονικότητα»","Άρθρο όγδοο της από 1.5.2020 Πράξης Νομοθετικού Περιεχομένου «Περαιτέρω μέτρα για την αντιμετώπιση των συνεχιζόμενων συνεπειών της πανδημίας του κορωνοϊού COVID-19 και την επάνοδο στην κοινωνική και οικονομική κανονικότητα» (Α΄ 90), η οποία κυρώθηκε με το άρθρο 2 του ν. 4690/2020 (Α΄ 104)",Β3701/3-9-20,"Παρατείνονται κατά έξι μήνες οι προθεσμίες καταβολής των δόσεων των οφειλών προς το Υπουργείο
 Οικονομικών επιχειρήσεων τυχερών παιγνίων, που
 έχουν ρυθμιστεί με τις υπ’ αρ. 1918/19.3.2012 (Β΄ 1108),
 3410/25.7.2014 (Β΄ 2043) και υπό στοιχεία Δ.Ο.Δ. Γ
 4000084 ΕΞ 2017 (Β΄ 11) αποφάσεις του Υπουργού Οικονομικών, και λήγουν από 1.4.2020 έως και 1.9.2020ήτοι οι οφειλές που έληγαν 1.4.2020 παρατείνονται έως
 1.10.2020, οι οφειλές που έληγαν 4.5.2020 παρατείνονται
 έως 2.11.2020, οι οφειλές που έληγαν 1.6.2020 παρατείνονται έως 1.12.2020, οι οφειλές που έληγαν 1.7.2020
 παρατείνονται έως 4.1.2021, οι οφειλές που λήγουν
 1.8.2020 παρατείνονται έως 1.2.2021 και οι οφειλές που
 λήγουν 1.9.2020 παρατείνονται έως 1.3.2021.
 2. Αναστέλλεται κατά έξι μήνες ως ανωτέρω η είσπραξη των ανωτέρω οφειλών",http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL89yHYf254ryUtiDow6HlTE-JInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtVWQDv-lKD8t-Ch3yUKNM6MWtecdbDRHds8MQNByUKnm,"έως 1/10, 2/11, 1/12 & 
 4/1/2021, 1/2/2021, 1/3/2021 
 κατά περίπτωση"
711,"ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ -
 ΥΓΕΙΑΣ - ΜΕΤΑΝΑΣΤΕΥΣΗΣ ΚΑΙ ΑΣΥΛΟΥ","Αριθμ. Δ1α/ΓΠ.οικ. 54308
 Λήψη μέτρων κατά της εμφάνισης και διασποράς κρουσμάτων του κορωνοϊού COVID-19 στη
 δομή φιλοξενίας πολιτών τρίτων χωρών Οινοφύτων του Δήμου Τανάγρας της Περιφερειακής Ενότητας Βοιωτίας της Περιφέρειας Στερεάς Ελλάδας, για το χρονικό διάστημα από 3.9.2020 έως και 16.9.2020","Άρθρο εξηκοστό όγδοο της από 20.3.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα για την αντιμετώπιση των συνεπειών του κινδύνου διασποράς του κορωνοϊού COVID-19, τη στήριξη της
 κοινωνίας και της επιχειρηματικότητας και τη διασφάλιση της ομαλής λειτουργίας της αγοράς και της δημόσιας διοίκησης» (Α΄ 68) και ιδίως η παρ. 5 αυτού, η οποία κυρώθηκε με το άρθρο 1 του ν.4683/2020 (Α’ 83)
 ##
 Άρθρο πρώτο της από 25.2.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού Covid-19» (Α΄ 42) και ιδίως οι παρ. 5 και 6 αυτού, η οποία κυρώθηκε με το άρθρο 1 του ν. 4682/2020 (Α’ 76)",Β3703/3-9-20,ΔΟΜΗ ΟΙΝΟΦΥΤΩΝ,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL89yHYf254ryW4ndCieBbLVuJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtb1te4pU2o2_LzrhnguvM85yHkouMRRwpndr6P33tgYW,"έως 16/9 
 (παρατάθηκε με Β' 3925 έως 30/9_με Β' 4207 έως 12/10)"
712,"ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ -
 ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ -
 ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ -
 ΥΓΕΙΑΣ - ΕΣΩΤΕΡΙΚΩΝ","Αριθμ. Δ1α/ΓΠ.οικ. 54338
 Επιβολή του μέτρου της προσωρινής απαγόρευσης λειτουργίας λαϊκών αγορών της περ. 9 του άρθρου 2 του ν. 4497/2017 (Α’ 171), για το χρονικό διάστημα από 3.9.2020 έως και 12.9.2020, για προληπτικούς λόγους δημόσιας υγείας προς περιορισμό της διασποράς του κορωνοϊού COVID-19","Άρθρο πρώτο της από 25.2.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού» (Α’ 42) και ιδίως η περ. ζ’ της παρ. 2 και η περ. ε’ της παρ. 4 αυτού, η οποία κυρώθηκε με το άρθρο 1 του ν. 4682/2020 (Α’ 76).",Β3704/3-9-20,"2 ΛΑΪΚΕΣ ΑΓΟΡΕΣ 
 ΙΛΙΣΙΑ & ΠΟΡΤΟ ΡΑΦΤΗ",http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL89yHYf254ryV_zJjLAILKFuJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtSQ_n_t2WM6QYsZLMVV2UyFZPUM7wlZogW8h6psICALi,"ΑΠΑΞ 
 έως 12/9"
713,ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ,"Αριθμ. 110743/Ζ1 
 Αναστολή λειτουργίας Κέντρων Επαγγελματικής Εκπαίδευσης (Κ.Ε.Ε.) του άρθρου 48Α του ν.4485/2017",(ΔΕΝ ΕΚΔΙΔΕΤΑΙ ΔΥΝΑΜΕΙ ΔΙΑΤΑΞΕΩΝ ΠΝΠ),Β3706/4-9-20,Κέντρα Επαγγελματικής Εκπαίδευσης (ΚΕΕ),http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL89yHYf254ryUfP1Rf9veiteJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtY6bNUNC7epRhxtCLzGhsVLOVHpCjpcfpcZbzB-VYLs9,ακαδημαϊκό έτος 2020-2021
714,"ΟΙΚΟΝΟΜΙΚΩΝ - ΑΝΑΠΤΥΞΗΣ
 ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ -
 ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ - ΕΡΓΑΣΙΑΣ
 ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΥΓΕΙΑΣ -
 ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ - ΕΣΩΤΕΡΙΚΩΝ","Αριθμ. 115744/Ζ1
 Λειτουργία των Ανώτατων Εκπαιδευτικών Ιδρυμάτων (Α.Ε.Ι.) και μέτρα για την αποφυγή διάδοσης του κορωνοϊού COVID-19 κατά τη λειτουργία τους","Άρθρο τριακοστό έκτο παρ. 1 και 3 της από 1.5.2020 Πράξης Νομοθετικού Περιεχομένου «Περαιτέρω μέτρα για την αντιμετώπιση των συνεχιζόμενων συνεπειών της πανδημίας του κορωνοϊού COVID-19 και την επάνοδο στην κοινωνική και οικονομική κανονικότητα» (Α’ 90)
 ##
 Άρθρο τεσσαρακοστό τέταρτο της από 1.5.2020 Πράξης Νομοθετικού Περιεχομένου «Περαιτέρω μέτρα για την αντιμετώπιση των συνεχιζόμενων συνεπειών της πανδημίας του κορωνοϊού COVID-19 και την επάνοδο στην κοινωνική και οικονομική κανονικότητα» (Α’ 90), η οποία κυρώθηκε με το άρθρο 2 του ν. 4690/2020 (Α’ 104)
 ##
 Άρθρο πρώτου της από 25.2.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού» (Α’ 42), η οποία κυρώθηκε με το άρθρο 1 του ν. 4682/2020 (Α’ 76)",Β3707/4-9-20,ΛΕΙΤΟΥΡΓΙΑ ΑΕΙ,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL89yHYf254ryX3U4LPcASlceJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtfilLkS_qXSzaDkEnGI-lHulMNtKodjVrLEnF9TO5ncg,(βλ. & Β' 4383 για μεταπτυχιακά)
715,"ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ -
 ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ -
 ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ -
 ΥΓΕΙΑΣ - ΕΣΩΤΕΡΙΚΩΝ","Αριθμ. Δ1α/Γ.Π.οικ. 54600
 Επιβολή του μέτρου της προσωρινής απαγόρευσης λειτουργίας λαϊκής υπαίθριας αγοράς της περ. 9 του άρθρου 2 του ν.4497/2017 (Α΄ 171), για το χρονικό διάστημα από 4.9.2020 έως και 13.9.2020, για προληπτικούς λόγους δημόσιας υγείας προς περιορισμό της διασποράς του κορωνοϊού COVID-19","Άρθρο πρώτο της από 25.2.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού» (Α΄ 42) και ιδίως η περ. ζ’ της παρ. 2 και η περ. ε΄ της παρ. 4 αυτού, η οποία κυρώθηκε με το άρθρο 1 του Ων. 4682/2020 (Α’ 76)",Β3708/4-9-20,ΛΑΪΚΗ ΑΓΟΡΑ ΕΔΕΣΣΑΣ,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL89yHYf254ryXuFUDqazHcNeJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtQ658ffx3dFIGmsL8uGTTo8YdcoARFMNXqwtL3KhF94z,"ΑΠΑΞ 
 έως 13/9"
716,"ΟΙΚΟΝΟΜΙΚΩΝ -
 ΜΕΤΑΝΑΣΤΕΥΣΗΣ ΚΑΙ ΑΣΥΛΟΥ","Αριθμ. 11033
 Καταβολή επιχορήγησης στην Περιφέρεια Βορείου Αιγαίου για την ανάληψη δράσεων που
 σχετίζονται με την αντιμετώπιση του κορωνοϊού
 COVID-19.","Άρθρο δέκατο ένατο της από 10 Αυγούστου 2020 Πράξης Νομοθετικού Περιεχομένου «Επείγουσες
 ρυθμίσεις αντιμετώπισης εκτάκτων αναγκών του Εθνικού Συστήματος Υγείας, προστασίας από τη διασπορά του κορωνοϊού COVID-19, στήριξης της αγοράς εργασίας και διευκόλυνσης της εκπαιδευτικής διαδικασίας» (A΄ 157)",Β3709/4-9-20,,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL89yHYf254ryVp6k5uE6xNduJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtfrK40DoiVy52FP-_mh1cjluHEVMysfKjvdj56s0sEw2,-
717,ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ,"Αριθμ. 114932/ΓΔ4
 Τροποποίηση της υπό στοιχεία 82609/ΓΔ4/ 29-6-2020 (Β΄2686) απόφασης της Υφυπουργού Παιδείας και Θρησκευμάτων «Έναρξη μαθημάτων σχολικών μονάδων Πρωτοβάθμιας και Δευτεροβάθμιας Εκπαίδευσης για το σχολικό έτος 2020-2021»","Άρθρο τριακοστό έκτο παρ. 2 της από 1.5.2020 Πράξης Νομοθετικού Περιεχομένου «Περαιτέρω μέτρα για την αντιμετώπιση των συνεχιζόμενων συνεπειών της πανδημίας του κορωνοϊού COVID - 19 και την επάνοδο στην κοινωνική και οικονομική κανονικότητα» (Α΄ 90), η οποία κυρώθηκε με το άρθρο 2 του ν.4690/2020 (Α΄ 104)",Β3710/6-9-20,Μαθήματα σχολικών μονάδων Πρωτοβάθμιας και Δευτεροβάθμιας Εκπαίδευσης,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8_h6wwjeLrLbNZ8op6Z_wSuJInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtV06Kv3GzzUy7E_fzmxewiUQvEDDCqS1_t4N90Drekaw,"σχολικό έτος 2020-2021 
 (τροποποίησε το Β' 2686)"
718,"ΨΗΦΙΑΚΗΣ ΔΙΑΚΥΒΕΡΝΗΣΗΣ -
 ΥΠΟΔΟΜΩΝ ΚΑΙ ΜΕΤΑΦΟΡΩΝ","Αριθμ. Δ.Α.Ε.Φ.Κ.-Κ.Ε./οικ. 6517/Α380
 Τεχνικές λεπτομέρειες και ειδικότερα ζητήματα
 για την υποβολή της αίτησης χορήγησης έκτακτης εφάπαξ ενίσχυσης στους πληγέντες από τις πλημμύρες της 8ης και 9ης Αυγούστου 2020 στην Περιφερειακή Ενότητα Εύβοιας","Άρθρο ενδέκατο της από 22.08.2020 πράξης νομοθετικού περιεχομένου «Έκτακτα μέτρα για την ενίσχυση των αστικών συγκοινωνιών, την προμήθεια μέσων ατομικής προστασίας και την πρόσληψη προσωπικού καθαριότητας των σχολικών μονάδων, τη στήριξη των τουριστικών επιχειρήσεων και της αγοράς εργασίας και την ενίσχυση της Γενικής Γραμματείας Πολιτικής Προστασίας προς αντιμετώπιση των υνεπειών της πανδημίας του κορωνοϊού COVID-19, καθώς και τη στήριξη των πλημμυροπαθών της Εύβοιας που επλήγησαν κατά τις πλημμύρες της 8ης και 9ης Αυγούστου 2020» και ειδικότερα η παρ. 3 (Α’ 161), βάσει του οποίου εκδίδεται η παρούσα",Β3711/7-9-20,,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8_h6wwjeLrLYtiDow6HlTE-JInJ48_97uHrMts-zFzeyCiBSQOpYnTy36MacmUFCx2ppFvBej56Mmc8Qdb8ZfRJqZnsIAdk8Lv_e6czmhEembNmZCMxLMtZ0fSZL2uuUoujSPIDTZ9nLq0dlO2JJexz-G860RLSXz,έως 30/9
