area,areaid,dailydose1,dailydose2,daydiff,daytotal,referencedate,totaldistinctpersons,totaldose1,totaldose2,totalvaccinations
ΗΛΕΙΑΣ,703,121,144,30,265,2021-02-20T00:00:00,4335,4335,2396,6731
ΗΜΑΘΙΑΣ,201,251,88,-27,339,2021-02-20T00:00:00,5420,5420,2306,7726
ΗΡΑΚΛΕΙΟΥ,1301,338,266,-29,604,2021-02-20T00:00:00,11142,11142,7005,18147
ΘΑΣΟΥ,103,0,48,0,48,2021-02-20T00:00:00,420,420,149,569
ΘΕΣΠΡΩΤΙΑΣ,402,51,43,18,94,2021-02-20T00:00:00,2447,2447,1265,3712
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,2172,1156,68,3328,2021-02-20T00:00:00,53529,53529,25067,78596
ΘΗΡΑΣ,1202,0,24,-18,24,2021-02-20T00:00:00,379,379,244,623
ΙΘΑΚΗΣ,602,18,0,-6,18,2021-02-20T00:00:00,119,119,0,119
ΙΚΑΡΙΑΣ,1101,7,42,11,49,2021-02-20T00:00:00,733,733,268,1001
ΙΩΑΝΝΙΝΩΝ,403,224,168,-44,392,2021-02-20T00:00:00,9087,9087,5390,14477
ΚΑΒΑΛΑΣ,104,141,91,-31,232,2021-02-20T00:00:00,4901,4901,2517,7418
ΚΑΛΥΜΝΟΥ,1203,3,50,13,53,2021-02-20T00:00:00,721,721,566,1287
ΚΑΡΔΙΤΣΑΣ,501,233,210,30,443,2021-02-20T00:00:00,5522,5522,2393,7915
ΚΑΡΠΑΘΟΥ,1204,3,19,-32,22,2021-02-20T00:00:00,271,271,186,457
ΚΑΣΤΟΡΙΑΣ,302,91,49,-18,140,2021-02-20T00:00:00,2380,2380,1197,3577
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,0,2021-02-20T00:00:00,44,44,0,44
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1732,1711,5,3443,2021-02-20T00:00:00,70769,70769,34637,105406
ΚΕΡΚΥΡΑΣ,603,76,97,3,173,2021-02-20T00:00:00,3636,3636,2111,5747
ΚΕΦΑΛΛΗΝΙΑΣ,604,36,122,-22,158,2021-02-20T00:00:00,1878,1878,1362,3240
ΚΙΛΚΙΣ,203,90,123,87,213,2021-02-20T00:00:00,3406,3406,1750,5156
ΚΟΖΑΝΗΣ,303,189,152,7,341,2021-02-20T00:00:00,5622,5622,2255,7877
ΚΟΡΙΝΘΙΑΣ,1003,231,104,3,335,2021-02-20T00:00:00,4204,4204,1481,5685
ΚΩ,1206,125,72,116,197,2021-02-20T00:00:00,1266,1266,690,1956
ΛΑΚΩΝΙΑΣ,1004,240,65,32,305,2021-02-20T00:00:00,3947,3947,1776,5723
ΛΑΡΙΣΑΣ,502,433,273,-2,706,2021-02-20T00:00:00,10391,10391,4460,14851
ΛΑΣΙΘΙΟΥ,1302,73,167,-13,240,2021-02-20T00:00:00,4375,4375,2872,7247
ΛΕΣΒΟΥ,1102,41,148,17,189,2021-02-20T00:00:00,2839,2839,1841,4680
ΛΕΥΚΑΔΑΣ,605,46,51,-14,97,2021-02-20T00:00:00,1698,1698,719,2417
ΛΗΜΝΟΥ,1103,5,67,29,72,2021-02-20T00:00:00,790,790,553,1343
ΜΑΓΝΗΣΙΑΣ,503,224,252,69,476,2021-02-20T00:00:00,5590,5590,2561,8151
ΜΕΣΣΗΝΙΑΣ,1005,261,136,-15,397,2021-02-20T00:00:00,6128,6128,2884,9012
ΜΗΛΟΥ,1207,0,6,-53,6,2021-02-20T00:00:00,290,290,25,315
ΜΥΚΟΝΟΥ,1208,0,30,6,30,2021-02-20T00:00:00,157,157,84,241
ΝΑΞΟΥ,1209,1,37,22,38,2021-02-20T00:00:00,456,456,311,767
ΝΗΣΩΝ,906,34,201,47,235,2021-02-20T00:00:00,1841,1841,718,2559
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,486,285,-29,771,2021-02-20T00:00:00,10568,10568,4127,14695
ΞΑΝΘΗΣ,105,96,69,6,165,2021-02-20T00:00:00,2748,2748,1631,4379
ΠΑΡΟΥ,1210,1,41,6,42,2021-02-20T00:00:00,303,303,111,414
ΠΕΙΡΑΙΩΣ,908,567,402,28,969,2021-02-20T00:00:00,17426,17426,8374,25800
ΠΕΛΛΑΣ,204,154,207,2,361,2021-02-20T00:00:00,6253,6253,2483,8736
ΠΙΕΡΙΑΣ,205,64,166,-1,230,2021-02-20T00:00:00,4378,4378,1855,6233
ΠΡΕΒΕΖΑΣ,404,165,1,-14,166,2021-02-20T00:00:00,1953,1953,842,2795
ΡΕΘΥΜΝΟΥ,1303,131,138,50,269,2021-02-20T00:00:00,3046,3046,1825,4871
ΡΟΔΟΠΗΣ,106,134,56,1,190,2021-02-20T00:00:00,2714,2714,1247,3961
ΡΟΔΟΥ,1211,330,183,173,513,2021-02-20T00:00:00,3201,3201,1813,5014
ΣΑΜΟΥ,1104,40,59,18,99,2021-02-20T00:00:00,1130,1130,673,1803
ΣΕΡΡΩΝ,206,357,61,3,418,2021-02-20T00:00:00,5082,5082,2004,7086
ΣΠΟΡΑΔΩΝ,504,23,67,30,90,2021-02-20T00:00:00,274,274,128,402
ΣΥΡΟΥ,1212,6,30,-6,36,2021-02-20T00:00:00,902,902,611,1513
ΤΗΝΟΥ,1213,5,49,6,54,2021-02-20T00:00:00,298,298,127,425
ΤΡΙΚΑΛΩΝ,505,273,145,-19,418,2021-02-20T00:00:00,6079,6079,2530,8609
ΦΘΙΩΤΙΔΑΣ,804,204,102,7,306,2021-02-20T00:00:00,4451,4451,2454,6905
ΦΛΩΡΙΝΑΣ,304,79,41,-17,120,2021-02-20T00:00:00,2029,2029,1098,3127
ΦΩΚΙΔΑΣ,805,75,9,-40,84,2021-02-20T00:00:00,1370,1370,603,1973
ΧΑΛΚΙΔΙΚΗΣ,207,167,69,-28,236,2021-02-20T00:00:00,3232,3232,1371,4603
ΧΑΝΙΩΝ,1304,143,282,59,425,2021-02-20T00:00:00,7698,7698,3902,11600
ΧΙΟΥ,1105,91,53,44,144,2021-02-20T00:00:00,2210,2210,824,3034
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,0,0,-381,0,2021-02-21T00:00:00,5548,5548,2057,7605
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,33,111,-608,144,2021-02-21T00:00:00,11450,11450,4447,15897
ΑΝΔΡΟΥ,1201,0,0,-47,0,2021-02-21T00:00:00,289,289,112,401
ΑΡΓΟΛΙΔΑΣ,1001,0,0,-210,0,2021-02-21T00:00:00,3689,3689,1808,5497
ΑΡΚΑΔΙΑΣ,1002,0,0,-222,0,2021-02-21T00:00:00,3555,3555,1801,5356
ΑΡΤΑΣ,401,0,0,-186,0,2021-02-21T00:00:00,3551,3551,1822,5373
ΑΧΑΪΑΣ,702,0,0,-659,0,2021-02-21T00:00:00,11035,11035,6279,17314
ΒΟΙΩΤΙΑΣ,801,0,0,-373,0,2021-02-21T00:00:00,4010,4010,1756,5766
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,299,149,-3405,448,2021-02-21T00:00:00,61789,61789,30736,92525
ΓΡΕΒΕΝΩΝ,301,0,0,-106,0,2021-02-21T00:00:00,1482,1482,671,2153
ΔΡΑΜΑΣ,101,0,0,-198,0,2021-02-21T00:00:00,3699,3699,1852,5551
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,0,0,-307,0,2021-02-21T00:00:00,3506,3506,2167,5673
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,59,202,-672,261,2021-02-21T00:00:00,19067,19067,8792,27859
ΕΒΡΟΥ,102,0,0,-400,0,2021-02-21T00:00:00,6468,6468,3708,10176
ΕΥΒΟΙΑΣ,802,2,0,-547,2,2021-02-21T00:00:00,6860,6860,3945,10805
ΕΥΡΥΤΑΝΙΑΣ,803,0,0,-34,0,2021-02-21T00:00:00,789,789,448,1237
ΖΑΚΥΝΘΟΥ,601,0,0,-71,0,2021-02-21T00:00:00,1370,1370,983,2353
ΗΛΕΙΑΣ,703,0,0,-265,0,2021-02-21T00:00:00,4335,4335,2396,6731
ΗΜΑΘΙΑΣ,201,0,0,-339,0,2021-02-21T00:00:00,5420,5420,2306,7726
ΗΡΑΚΛΕΙΟΥ,1301,0,0,-604,0,2021-02-21T00:00:00,11142,11142,7005,18147
ΘΑΣΟΥ,103,0,0,-48,0,2021-02-21T00:00:00,420,420,149,569
ΘΕΣΠΡΩΤΙΑΣ,402,0,0,-94,0,2021-02-21T00:00:00,2447,2447,1265,3712
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,0,0,-3328,0,2021-02-21T00:00:00,53529,53529,25067,78596
ΘΗΡΑΣ,1202,0,0,-24,0,2021-02-21T00:00:00,379,379,244,623
ΙΘΑΚΗΣ,602,0,0,-18,0,2021-02-21T00:00:00,119,119,0,119
ΙΚΑΡΙΑΣ,1101,0,0,-49,0,2021-02-21T00:00:00,733,733,268,1001
ΙΩΑΝΝΙΝΩΝ,403,0,0,-392,0,2021-02-21T00:00:00,9087,9087,5390,14477
ΚΑΒΑΛΑΣ,104,0,0,-232,0,2021-02-21T00:00:00,4901,4901,2517,7418
ΚΑΛΥΜΝΟΥ,1203,0,0,-53,0,2021-02-21T00:00:00,721,721,566,1287
ΚΑΡΔΙΤΣΑΣ,501,0,0,-443,0,2021-02-21T00:00:00,5522,5522,2393,7915
ΚΑΡΠΑΘΟΥ,1204,0,0,-22,0,2021-02-21T00:00:00,271,271,186,457
ΚΑΣΤΟΡΙΑΣ,302,0,0,-140,0,2021-02-21T00:00:00,2380,2380,1197,3577
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,0,2021-02-21T00:00:00,44,44,0,44
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1048,1109,-1286,2157,2021-02-21T00:00:00,71817,71817,35746,107563
ΚΕΡΚΥΡΑΣ,603,0,0,-173,0,2021-02-21T00:00:00,3636,3636,2111,5747
ΚΕΦΑΛΛΗΝΙΑΣ,604,0,0,-158,0,2021-02-21T00:00:00,1878,1878,1362,3240
ΚΙΛΚΙΣ,203,0,0,-213,0,2021-02-21T00:00:00,3406,3406,1750,5156
ΚΟΖΑΝΗΣ,303,0,0,-341,0,2021-02-21T00:00:00,5622,5622,2255,7877
ΚΟΡΙΝΘΙΑΣ,1003,0,0,-335,0,2021-02-21T00:00:00,4204,4204,1481,5685
ΚΩ,1206,77,0,-120,77,2021-02-21T00:00:00,1343,1343,690,2033
ΛΑΚΩΝΙΑΣ,1004,0,0,-305,0,2021-02-21T00:00:00,3947,3947,1776,5723
ΛΑΡΙΣΑΣ,502,0,0,-706,0,2021-02-21T00:00:00,10391,10391,4460,14851
ΛΑΣΙΘΙΟΥ,1302,0,0,-240,0,2021-02-21T00:00:00,4375,4375,2872,7247
ΛΕΣΒΟΥ,1102,0,0,-189,0,2021-02-21T00:00:00,2839,2839,1841,4680
ΛΕΥΚΑΔΑΣ,605,0,0,-97,0,2021-02-21T00:00:00,1698,1698,719,2417
ΛΗΜΝΟΥ,1103,0,0,-72,0,2021-02-21T00:00:00,790,790,553,1343
ΜΑΓΝΗΣΙΑΣ,503,0,0,-476,0,2021-02-21T00:00:00,5590,5590,2561,8151
ΜΕΣΣΗΝΙΑΣ,1005,0,0,-397,0,2021-02-21T00:00:00,6128,6128,2884,9012
ΜΗΛΟΥ,1207,0,0,-6,0,2021-02-21T00:00:00,290,290,25,315
ΜΥΚΟΝΟΥ,1208,0,0,-30,0,2021-02-21T00:00:00,157,157,84,241
ΝΑΞΟΥ,1209,0,0,-38,0,2021-02-21T00:00:00,456,456,311,767
ΝΗΣΩΝ,906,0,0,-235,0,2021-02-21T00:00:00,1841,1841,718,2559
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,13,155,-603,168,2021-02-21T00:00:00,10581,10581,4282,14863
ΞΑΝΘΗΣ,105,0,0,-165,0,2021-02-21T00:00:00,2748,2748,1631,4379
ΠΑΡΟΥ,1210,0,0,-42,0,2021-02-21T00:00:00,303,303,111,414
ΠΕΙΡΑΙΩΣ,908,203,261,-505,464,2021-02-21T00:00:00,17629,17629,8635,26264
ΠΕΛΛΑΣ,204,0,0,-361,0,2021-02-21T00:00:00,6253,6253,2483,8736
ΠΙΕΡΙΑΣ,205,0,0,-230,0,2021-02-21T00:00:00,4378,4378,1855,6233
ΠΡΕΒΕΖΑΣ,404,0,0,-166,0,2021-02-21T00:00:00,1953,1953,842,2795
ΡΕΘΥΜΝΟΥ,1303,0,0,-269,0,2021-02-21T00:00:00,3046,3046,1825,4871
ΡΟΔΟΠΗΣ,106,0,0,-190,0,2021-02-21T00:00:00,2714,2714,1247,3961
ΡΟΔΟΥ,1211,80,8,-425,88,2021-02-21T00:00:00,3281,3281,1821,5102
ΣΑΜΟΥ,1104,0,0,-99,0,2021-02-21T00:00:00,1130,1130,673,1803
ΣΕΡΡΩΝ,206,0,0,-418,0,2021-02-21T00:00:00,5082,5082,2004,7086
ΣΠΟΡΑΔΩΝ,504,0,0,-90,0,2021-02-21T00:00:00,274,274,128,402
ΣΥΡΟΥ,1212,0,0,-36,0,2021-02-21T00:00:00,902,902,611,1513
ΤΗΝΟΥ,1213,0,0,-54,0,2021-02-21T00:00:00,298,298,127,425
ΤΡΙΚΑΛΩΝ,505,0,0,-418,0,2021-02-21T00:00:00,6079,6079,2530,8609
ΦΘΙΩΤΙΔΑΣ,804,0,0,-306,0,2021-02-21T00:00:00,4451,4451,2454,6905
ΦΛΩΡΙΝΑΣ,304,0,0,-120,0,2021-02-21T00:00:00,2029,2029,1098,3127
ΦΩΚΙΔΑΣ,805,0,0,-84,0,2021-02-21T00:00:00,1370,1370,603,1973
ΧΑΛΚΙΔΙΚΗΣ,207,0,0,-236,0,2021-02-21T00:00:00,3232,3232,1371,4603
ΧΑΝΙΩΝ,1304,0,0,-425,0,2021-02-21T00:00:00,7698,7698,3902,11600
ΧΙΟΥ,1105,0,0,-144,0,2021-02-21T00:00:00,2210,2210,824,3034
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,327,98,425,425,2021-02-22T00:00:00,5875,5875,2155,8030
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,323,519,698,842,2021-02-22T00:00:00,11773,11773,4966,16739
ΑΝΔΡΟΥ,1201,4,39,43,43,2021-02-22T00:00:00,293,293,151,444
ΑΡΓΟΛΙΔΑΣ,1001,170,111,281,281,2021-02-22T00:00:00,3859,3859,1919,5778
ΑΡΚΑΔΙΑΣ,1002,212,59,271,271,2021-02-22T00:00:00,3767,3767,1860,5627
ΑΡΤΑΣ,401,121,104,225,225,2021-02-22T00:00:00,3672,3672,1926,5598
ΑΧΑΪΑΣ,702,221,543,764,764,2021-02-22T00:00:00,11256,11256,6822,18078
ΒΟΙΩΤΙΑΣ,801,336,110,446,446,2021-02-22T00:00:00,4346,4346,1866,6212
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,4042,990,4584,5032,2021-02-22T00:00:00,65831,65831,31726,97557
ΓΡΕΒΕΝΩΝ,301,83,7,90,90,2021-02-22T00:00:00,1565,1565,678,2243
ΔΡΑΜΑΣ,101,195,88,283,283,2021-02-22T00:00:00,3894,3894,1940,5834
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,119,302,421,421,2021-02-22T00:00:00,3625,3625,2469,6094
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,372,622,733,994,2021-02-22T00:00:00,19439,19439,9414,28853
ΕΒΡΟΥ,102,346,91,437,437,2021-02-22T00:00:00,6814,6814,3799,10613
ΕΥΒΟΙΑΣ,802,357,336,691,693,2021-02-22T00:00:00,7217,7217,4281,11498
ΕΥΡΥΤΑΝΙΑΣ,803,55,19,74,74,2021-02-22T00:00:00,844,844,467,1311
ΖΑΚΥΝΘΟΥ,601,15,93,108,108,2021-02-22T00:00:00,1385,1385,1076,2461
ΗΛΕΙΑΣ,703,177,139,316,316,2021-02-22T00:00:00,4512,4512,2535,7047
ΗΜΑΘΙΑΣ,201,240,112,352,352,2021-02-22T00:00:00,5660,5660,2418,8078
ΗΡΑΚΛΕΙΟΥ,1301,443,297,740,740,2021-02-22T00:00:00,11585,11585,7302,18887
ΘΑΣΟΥ,103,1,41,42,42,2021-02-22T00:00:00,421,421,190,611
ΘΕΣΠΡΩΤΙΑΣ,402,126,58,184,184,2021-02-22T00:00:00,2573,2573,1323,3896
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,2236,1480,3716,3716,2021-02-22T00:00:00,55765,55765,26547,82312
ΘΗΡΑΣ,1202,7,29,36,36,2021-02-22T00:00:00,386,386,273,659
ΙΘΑΚΗΣ,602,5,1,6,6,2021-02-22T00:00:00,124,124,1,125
ΙΚΑΡΙΑΣ,1101,37,40,77,77,2021-02-22T00:00:00,770,770,308,1078
ΙΩΑΝΝΙΝΩΝ,403,319,223,542,542,2021-02-22T00:00:00,9406,9406,5613,15019
ΚΑΒΑΛΑΣ,104,155,128,283,283,2021-02-22T00:00:00,5056,5056,2645,7701
ΚΑΛΥΜΝΟΥ,1203,5,34,39,39,2021-02-22T00:00:00,726,726,600,1326
ΚΑΡΔΙΤΣΑΣ,501,231,234,465,465,2021-02-22T00:00:00,5753,5753,2627,8380
ΚΑΡΠΑΘΟΥ,1204,0,30,30,30,2021-02-22T00:00:00,271,271,216,487
ΚΑΣΤΟΡΙΑΣ,302,93,60,153,153,2021-02-22T00:00:00,2473,2473,1257,3730
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,0,2021-02-22T00:00:00,44,44,0,44
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1753,1798,1394,3551,2021-02-22T00:00:00,73570,73570,37544,111114
ΚΕΡΚΥΡΑΣ,603,51,122,173,173,2021-02-22T00:00:00,3687,3687,2233,5920
ΚΕΦΑΛΛΗΝΙΑΣ,604,172,102,274,274,2021-02-22T00:00:00,2050,2050,1464,3514
ΚΙΛΚΙΣ,203,185,133,318,318,2021-02-22T00:00:00,3591,3591,1883,5474
ΚΟΖΑΝΗΣ,303,231,111,342,342,2021-02-22T00:00:00,5853,5853,2366,8219
ΚΟΡΙΝΘΙΑΣ,1003,180,153,333,333,2021-02-22T00:00:00,4384,4384,1634,6018
ΚΩ,1206,111,129,163,240,2021-02-22T00:00:00,1454,1454,819,2273
ΛΑΚΩΝΙΑΣ,1004,141,141,282,282,2021-02-22T00:00:00,4088,4088,1917,6005
ΛΑΡΙΣΑΣ,502,536,299,835,835,2021-02-22T00:00:00,10927,10927,4759,15686
ΛΑΣΙΘΙΟΥ,1302,124,214,338,338,2021-02-22T00:00:00,4499,4499,3086,7585
ΛΕΣΒΟΥ,1102,44,164,208,208,2021-02-22T00:00:00,2883,2883,2005,4888
ΛΕΥΚΑΔΑΣ,605,77,27,104,104,2021-02-22T00:00:00,1775,1775,746,2521
ΛΗΜΝΟΥ,1103,1,59,60,60,2021-02-22T00:00:00,791,791,612,1403
ΜΑΓΝΗΣΙΑΣ,503,231,257,488,488,2021-02-22T00:00:00,5821,5821,2818,8639
ΜΕΣΣΗΝΙΑΣ,1005,292,177,469,469,2021-02-22T00:00:00,6420,6420,3061,9481
ΜΗΛΟΥ,1207,2,25,27,27,2021-02-22T00:00:00,292,292,50,342
ΜΥΚΟΝΟΥ,1208,2,40,42,42,2021-02-22T00:00:00,159,159,124,283
ΝΑΞΟΥ,1209,0,48,48,48,2021-02-22T00:00:00,456,456,359,815
ΝΗΣΩΝ,906,34,199,233,233,2021-02-22T00:00:00,1875,1875,917,2792
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,474,296,602,770,2021-02-22T00:00:00,11055,11055,4578,15633
ΞΑΝΘΗΣ,105,185,22,207,207,2021-02-22T00:00:00,2933,2933,1653,4586
ΠΑΡΟΥ,1210,0,42,42,42,2021-02-22T00:00:00,303,303,153,456
ΠΕΙΡΑΙΩΣ,908,482,554,572,1036,2021-02-22T00:00:00,18111,18111,9189,27300
ΠΕΛΛΑΣ,204,146,270,416,416,2021-02-22T00:00:00,6399,6399,2753,9152
ΠΙΕΡΙΑΣ,205,62,177,239,239,2021-02-22T00:00:00,4440,4440,2032,6472
ΠΡΕΒΕΖΑΣ,404,156,3,159,159,2021-02-22T00:00:00,2109,2109,845,2954
ΡΕΘΥΜΝΟΥ,1303,153,142,295,295,2021-02-22T00:00:00,3199,3199,1967,5166
ΡΟΔΟΠΗΣ,106,118,59,177,177,2021-02-22T00:00:00,2832,2832,1306,4138
ΡΟΔΟΥ,1211,118,99,129,217,2021-02-22T00:00:00,3399,3399,1920,5319
ΣΑΜΟΥ,1104,37,47,84,84,2021-02-22T00:00:00,1167,1167,720,1887
ΣΕΡΡΩΝ,206,396,66,462,462,2021-02-22T00:00:00,5478,5478,2070,7548
ΣΠΟΡΑΔΩΝ,504,11,55,66,66,2021-02-22T00:00:00,285,285,183,468
ΣΥΡΟΥ,1212,2,58,60,60,2021-02-22T00:00:00,904,904,669,1573
ΤΗΝΟΥ,1213,0,48,48,48,2021-02-22T00:00:00,298,298,175,473
ΤΡΙΚΑΛΩΝ,505,311,133,444,444,2021-02-22T00:00:00,6390,6390,2663,9053
ΦΘΙΩΤΙΔΑΣ,804,191,125,316,316,2021-02-22T00:00:00,4642,4642,2579,7221
ΦΛΩΡΙΝΑΣ,304,98,53,151,151,2021-02-22T00:00:00,2127,2127,1151,3278
ΦΩΚΙΔΑΣ,805,61,38,99,99,2021-02-22T00:00:00,1431,1431,641,2072
ΧΑΛΚΙΔΙΚΗΣ,207,309,100,409,409,2021-02-22T00:00:00,3541,3541,1471,5012
ΧΑΝΙΩΝ,1304,215,324,539,539,2021-02-22T00:00:00,7913,7913,4226,12139
ΧΙΟΥ,1105,99,55,154,154,2021-02-22T00:00:00,2309,2309,879,3188
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,270,116,-39,386,2021-02-23T00:00:00,6145,6145,2271,8416
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,325,515,-2,840,2021-02-23T00:00:00,12098,12098,5481,17579
ΑΝΔΡΟΥ,1201,3,38,-2,41,2021-02-23T00:00:00,296,296,189,485
ΑΡΓΟΛΙΔΑΣ,1001,136,149,4,285,2021-02-23T00:00:00,3995,3995,2068,6063
ΑΡΚΑΔΙΑΣ,1002,172,105,6,277,2021-02-23T00:00:00,3939,3939,1965,5904
ΑΡΤΑΣ,401,86,102,-37,188,2021-02-23T00:00:00,3758,3758,2028,5786
ΑΧΑΪΑΣ,702,294,435,-35,729,2021-02-23T00:00:00,11550,11550,7257,18807
ΒΟΙΩΤΙΑΣ,801,309,97,-40,406,2021-02-23T00:00:00,4655,4655,1963,6618
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,3894,1125,-13,5019,2021-02-23T00:00:00,69725,69725,32851,102576
ΓΡΕΒΕΝΩΝ,301,85,8,3,93,2021-02-23T00:00:00,1650,1650,686,2336
ΔΡΑΜΑΣ,101,174,64,-45,238,2021-02-23T00:00:00,4068,4068,2004,6072
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,116,193,-112,309,2021-02-23T00:00:00,3741,3741,2662,6403
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,429,705,140,1134,2021-02-23T00:00:00,19868,19868,10119,29987
ΕΒΡΟΥ,102,338,89,-10,427,2021-02-23T00:00:00,7152,7152,3888,11040
ΕΥΒΟΙΑΣ,802,350,207,-136,557,2021-02-23T00:00:00,7567,7567,4488,12055
ΕΥΡΥΤΑΝΙΑΣ,803,52,21,-1,73,2021-02-23T00:00:00,896,896,488,1384
ΖΑΚΥΝΘΟΥ,601,52,50,-6,102,2021-02-23T00:00:00,1437,1437,1126,2563
ΗΛΕΙΑΣ,703,140,178,2,318,2021-02-23T00:00:00,4652,4652,2713,7365
ΗΜΑΘΙΑΣ,201,207,156,11,363,2021-02-23T00:00:00,5867,5867,2574,8441
ΗΡΑΚΛΕΙΟΥ,1301,419,306,-15,725,2021-02-23T00:00:00,12004,12004,7608,19612
ΘΑΣΟΥ,103,2,46,6,48,2021-02-23T00:00:00,423,423,236,659
ΘΕΣΠΡΩΤΙΑΣ,402,83,95,-6,178,2021-02-23T00:00:00,2656,2656,1418,4074
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,1927,1538,-251,3465,2021-02-23T00:00:00,57692,57692,28085,85777
ΘΗΡΑΣ,1202,1,11,-24,12,2021-02-23T00:00:00,387,387,284,671
ΙΘΑΚΗΣ,602,4,2,0,6,2021-02-23T00:00:00,128,128,3,131
ΙΚΑΡΙΑΣ,1101,22,10,-45,32,2021-02-23T00:00:00,792,792,318,1110
ΙΩΑΝΝΙΝΩΝ,403,351,138,-53,489,2021-02-23T00:00:00,9757,9757,5751,15508
ΚΑΒΑΛΑΣ,104,152,116,-15,268,2021-02-23T00:00:00,5208,5208,2761,7969
ΚΑΛΥΜΝΟΥ,1203,1,36,-2,37,2021-02-23T00:00:00,727,727,636,1363
ΚΑΡΔΙΤΣΑΣ,501,217,252,4,469,2021-02-23T00:00:00,5970,5970,2879,8849
ΚΑΡΠΑΘΟΥ,1204,1,10,-19,11,2021-02-23T00:00:00,272,272,226,498
ΚΑΣΤΟΡΙΑΣ,302,98,60,5,158,2021-02-23T00:00:00,2571,2571,1317,3888
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,0,2021-02-23T00:00:00,44,44,0,44
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1879,2179,507,4058,2021-02-23T00:00:00,75449,75449,39723,115172
ΚΕΡΚΥΡΑΣ,603,63,102,-8,165,2021-02-23T00:00:00,3750,3750,2335,6085
ΚΕΦΑΛΛΗΝΙΑΣ,604,71,19,-184,90,2021-02-23T00:00:00,2121,2121,1483,3604
ΚΙΛΚΙΣ,203,173,130,-15,303,2021-02-23T00:00:00,3764,3764,2013,5777
ΚΟΖΑΝΗΣ,303,191,163,12,354,2021-02-23T00:00:00,6044,6044,2529,8573
ΚΟΡΙΝΘΙΑΣ,1003,180,137,-16,317,2021-02-23T00:00:00,4564,4564,1771,6335
ΚΩ,1206,40,66,-134,106,2021-02-23T00:00:00,1494,1494,885,2379
ΛΑΚΩΝΙΑΣ,1004,141,133,-8,274,2021-02-23T00:00:00,4229,4229,2050,6279
ΛΑΡΙΣΑΣ,502,413,320,-102,733,2021-02-23T00:00:00,11340,11340,5079,16419
ΛΑΣΙΘΙΟΥ,1302,120,210,-8,330,2021-02-23T00:00:00,4619,4619,3296,7915
ΛΕΣΒΟΥ,1102,43,84,-81,127,2021-02-23T00:00:00,2926,2926,2089,5015
ΛΕΥΚΑΔΑΣ,605,90,4,-10,94,2021-02-23T00:00:00,1865,1865,750,2615
ΛΗΜΝΟΥ,1103,0,18,-42,18,2021-02-23T00:00:00,791,791,630,1421
ΜΑΓΝΗΣΙΑΣ,503,242,191,-55,433,2021-02-23T00:00:00,6063,6063,3009,9072
ΜΕΣΣΗΝΙΑΣ,1005,194,226,-49,420,2021-02-23T00:00:00,6614,6614,3287,9901
ΜΗΛΟΥ,1207,0,22,-5,22,2021-02-23T00:00:00,292,292,72,364
ΜΥΚΟΝΟΥ,1208,6,18,-18,24,2021-02-23T00:00:00,165,165,142,307
